row_id,booking,arrival,resolved,lead_time,arrival_month,stays_in_weekend_nights,stays_in_week_nights,hotel,meal,market_segment,distribution_channel,reserved_room_type,customer_type,target
86335,2016-02-16,2016-03-31,2016-04-01,44,3,0,1,City Hotel,BB,Online TA,TA/TO,D,Transient,0
86367,2016-02-16,2016-03-28,2016-04-02,41,3,1,4,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
86372,2016-02-16,2016-03-28,2016-04-02,41,3,1,4,City Hotel,BB,Online TA,TA/TO,D,Transient,0
87007,2016-02-16,2016-04-10,2016-04-13,54,4,2,1,City Hotel,BB,Online TA,TA/TO,D,Transient,0
4149,2016-02-17,2016-02-19,2016-02-18,2,2,0,2,Resort Hotel,HB,Online TA,TA/TO,A,Transient,1
4410,2016-02-17,2016-03-13,2016-03-08,25,3,2,2,Resort Hotel,BB,Online TA,TA/TO,D,Transient,1
4464,2016-02-17,2016-03-19,2016-02-18,31,3,2,3,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
4628,2016-02-17,2016-03-24,2016-03-19,36,3,1,3,Resort Hotel,HB,Online TA,TA/TO,D,Transient,1
13908,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
14247,2016-02-17,2016-02-18,2016-02-19,1,2,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
14467,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
17754,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
18911,2016-02-17,2016-02-19,2016-02-21,2,2,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
20351,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21077,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21078,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21085,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21088,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
21091,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,Resort Hotel,BB,Direct,Direct,D,Transient,0
21092,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21096,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
21099,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
21105,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,Resort Hotel,FB,Offline TA/TO,TA/TO,A,Transient,0
21107,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
21113,2016-02-17,2016-02-17,2016-02-19,0,2,0,2,Resort Hotel,BB,Direct,Direct,A,Transient,0
21133,2016-02-17,2016-02-17,2016-02-19,0,2,0,2,Resort Hotel,BB,Direct,Direct,A,Transient,0
21135,2016-02-17,2016-02-17,2016-02-19,0,2,0,2,Resort Hotel,BB,Direct,Direct,A,Transient,0
21138,2016-02-17,2016-02-18,2016-02-19,1,2,0,1,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
21185,2016-02-17,2016-02-19,2016-02-21,2,2,0,2,Resort Hotel,HB,Offline TA/TO,TA/TO,A,Transient,0
21196,2016-02-17,2016-02-20,2016-02-21,3,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21201,2016-02-17,2016-02-20,2016-02-21,3,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21214,2016-02-17,2016-02-19,2016-02-21,2,2,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21232,2016-02-17,2016-02-22,2016-02-23,5,2,1,0,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
21243,2016-02-17,2016-02-20,2016-02-23,3,2,2,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21272,2016-02-17,2016-02-23,2016-02-24,6,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21332,2016-02-17,2016-02-25,2016-02-26,8,2,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
21334,2016-02-17,2016-02-25,2016-02-26,8,2,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
21337,2016-02-17,2016-02-22,2016-02-26,5,2,1,3,Resort Hotel,HB,Offline TA/TO,TA/TO,C,Transient,0
21392,2016-02-17,2016-02-27,2016-02-28,10,2,0,1,Resort Hotel,HB,Online TA,TA/TO,G,Transient,0
21403,2016-02-17,2016-02-21,2016-02-28,4,2,2,5,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
21464,2016-02-17,2016-02-27,2016-02-29,10,2,1,1,Resort Hotel,HB,Offline TA/TO,TA/TO,C,Transient,0
21533,2016-02-17,2016-02-28,2016-03-03,11,2,2,2,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
21548,2016-02-17,2016-02-18,2016-03-03,1,2,4,10,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
21568,2016-02-17,2016-03-02,2016-03-04,14,3,0,2,Resort Hotel,BB,Online TA,TA/TO,E,Transient,0
21648,2016-02-17,2016-03-04,2016-03-06,16,3,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21653,2016-02-17,2016-03-05,2016-03-06,17,3,0,1,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
21655,2016-02-17,2016-03-05,2016-03-06,17,3,0,1,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
21776,2016-02-17,2016-03-09,2016-03-10,21,3,0,1,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
21854,2016-02-17,2016-03-05,2016-03-12,17,3,2,5,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
21976,2016-02-17,2016-03-12,2016-03-15,24,3,2,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
22373,2016-02-17,2016-03-19,2016-03-24,31,3,2,3,Resort Hotel,BB,Direct,Direct,E,Transient,0
22374,2016-02-17,2016-03-19,2016-03-24,31,3,2,3,Resort Hotel,BB,Direct,Direct,F,Transient,0
22376,2016-02-17,2016-03-23,2016-03-26,35,3,0,3,Resort Hotel,BB,Direct,Direct,D,Transient,0
22465,2016-02-17,2016-03-24,2016-03-27,36,3,0,3,Resort Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
22596,2016-02-17,2016-03-28,2016-03-30,40,3,1,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
22650,2016-02-17,2016-03-27,2016-03-31,39,3,2,2,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
23010,2016-02-17,2016-04-06,2016-04-13,49,4,2,5,Resort Hotel,BB,Offline TA/TO,TA/TO,E,Transient,0
23105,2016-02-17,2016-04-15,2016-04-17,58,4,0,2,Resort Hotel,BB,Complementary,Direct,A,Transient,0
23163,2016-02-17,2016-04-11,2016-04-17,54,4,1,5,Resort Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
47924,2016-02-17,2016-03-09,2016-03-04,21,3,0,4,City Hotel,BB,Online TA,TA/TO,A,Transient,1
48402,2016-02-17,2016-03-22,2016-02-28,34,3,0,3,City Hotel,BB,Online TA,TA/TO,A,Transient,1
48459,2016-02-17,2016-03-24,2016-02-20,36,3,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
48464,2016-02-17,2016-03-24,2016-02-20,36,3,0,1,City Hotel,BB,Online TA,TA/TO,D,Transient,1
48479,2016-02-17,2016-03-24,2016-02-19,36,3,0,3,City Hotel,BB,Online TA,TA/TO,D,Transient,1
48517,2016-02-17,2016-03-25,2016-02-20,37,3,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
48519,2016-02-17,2016-03-25,2016-02-20,37,3,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
48520,2016-02-17,2016-03-25,2016-02-20,37,3,0,1,City Hotel,BB,Online TA,TA/TO,D,Transient,1
49384,2016-02-17,2016-04-12,2016-03-15,55,4,0,1,City Hotel,BB,Online TA,TA/TO,D,Transient,1
74715,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,City Hotel,BB,Complementary,Corporate,F,Transient,0
77157,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,City Hotel,BB,Complementary,Direct,F,Transient,0
83487,2016-02-17,2016-02-18,2016-02-18,1,2,0,2,City Hotel,BB,Direct,Direct,A,Transient,1
83488,2016-02-17,2016-02-25,2016-02-25,8,2,0,2,City Hotel,BB,Direct,Direct,A,Transient,1
84035,2016-02-17,2016-02-17,2016-02-18,0,2,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
84176,2016-02-17,2016-02-19,2016-02-20,2,2,0,1,City Hotel,BB,Online TA,TA/TO,F,Transient,0
84373,2016-02-17,2016-02-22,2016-02-25,5,2,1,2,City Hotel,SC,Online TA,TA/TO,A,Transient,0
84422,2016-02-17,2016-02-22,2016-02-26,5,2,1,3,City Hotel,BB,Direct,Direct,B,Transient,0
84423,2016-02-17,2016-02-22,2016-02-26,5,2,1,3,City Hotel,BB,Direct,Direct,B,Transient,0
84429,2016-02-17,2016-02-23,2016-02-26,6,2,0,3,City Hotel,HB,Online TA,TA/TO,A,Transient,0
84452,2016-02-17,2016-02-24,2016-02-27,7,2,0,3,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
84578,2016-02-17,2016-02-26,2016-02-29,9,2,1,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
84582,2016-02-17,2016-02-27,2016-02-29,10,2,1,1,City Hotel,BB,Online TA,TA/TO,F,Transient,0
84638,2016-02-17,2016-03-01,2016-03-02,13,3,0,1,City Hotel,BB,Online TA,TA/TO,D,Transient,0
84838,2016-02-17,2016-03-03,2016-03-04,15,3,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
84883,2016-02-17,2016-03-03,2016-03-06,15,3,0,3,City Hotel,HB,Online TA,TA/TO,F,Transient,0
84997,2016-02-17,2016-03-04,2016-03-07,16,3,1,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
85004,2016-02-17,2016-03-04,2016-03-07,16,3,1,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
85040,2016-02-17,2016-03-05,2016-03-08,17,3,2,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
85067,2016-02-17,2016-03-08,2016-03-09,20,3,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
85392,2016-02-17,2016-03-12,2016-03-14,24,3,1,1,City Hotel,BB,Online TA,TA/TO,D,Transient,0
85407,2016-02-17,2016-03-13,2016-03-15,25,3,2,0,City Hotel,SC,Online TA,TA/TO,A,Transient,0
85523,2016-02-17,2016-03-13,2016-03-17,25,3,2,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
85763,2016-02-17,2016-03-19,2016-03-21,31,3,1,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
86081,2016-02-17,2016-03-24,2016-03-27,36,3,0,3,City Hotel,BB,Direct,Direct,E,Transient,0
86087,2016-02-17,2016-03-24,2016-03-27,36,3,0,3,City Hotel,BB,Direct,Direct,A,Transient,0
86578,2016-02-17,2016-04-03,2016-04-06,46,4,2,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
87028,2016-02-17,2016-04-12,2016-04-13,55,4,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient-Party,0
87097,2016-02-17,2016-04-09,2016-04-14,52,4,2,3,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
87198,2016-02-17,2016-04-15,2016-04-16,58,4,0,1,City Hotel,BB,Online TA,TA/TO,F,Transient,0
87307,2016-02-17,2016-04-11,2016-04-18,54,4,2,5,City Hotel,BB,Online TA,TA/TO,D,Transient,0
87346,2016-02-17,2016-04-17,2016-04-18,60,4,1,0,City Hotel,SC,Online TA,TA/TO,A,Transient,0
4392,2016-02-18,2016-03-11,2016-02-29,22,3,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
4458,2016-02-18,2016-03-19,2016-02-23,30,3,2,2,Resort Hotel,HB,Offline TA/TO,TA/TO,A,Transient,1
13867,2016-02-18,2016-02-23,2016-02-25,5,2,0,2,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
13941,2016-02-18,2016-02-18,2016-02-19,0,2,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
14241,2016-02-18,2016-02-22,2016-02-25,4,2,1,2,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
14299,2016-02-18,2016-02-18,2016-02-19,0,2,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
14342,2016-02-18,2016-02-25,2016-02-26,7,2,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
18410,2016-02-18,2016-02-22,2016-02-24,4,2,1,1,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Group,0
20045,2016-02-18,2016-02-18,2016-02-19,0,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
20580,2016-02-18,2016-02-18,2016-02-19,0,2,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
20913,2016-02-18,2016-02-18,2016-02-19,0,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21122,2016-02-18,2016-02-18,2016-02-19,0,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21125,2016-02-18,2016-02-18,2016-02-19,0,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21130,2016-02-18,2016-02-18,2016-02-19,0,2,0,1,Resort Hotel,BB,Direct,Direct,E,Transient,0
21142,2016-02-18,2016-02-18,2016-02-19,0,2,0,1,Resort Hotel,BB,Direct,Direct,E,Transient,0
21146,2016-02-18,2016-02-18,2016-02-19,0,2,0,1,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
21158,2016-02-18,2016-02-19,2016-02-20,1,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21183,2016-02-18,2016-02-18,2016-02-21,0,2,0,3,Resort Hotel,BB,Direct,Direct,E,Transient,0
21188,2016-02-18,2016-02-19,2016-02-21,1,2,0,2,Resort Hotel,BB,Direct,Direct,D,Transient,0
21189,2016-02-18,2016-02-20,2016-02-21,2,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21212,2016-02-18,2016-02-19,2016-02-21,1,2,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21268,2016-02-18,2016-02-22,2016-02-24,4,2,1,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21287,2016-02-18,2016-02-24,2016-02-25,6,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21288,2016-02-18,2016-02-24,2016-02-25,6,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21307,2016-02-18,2016-02-25,2016-02-26,7,2,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
21388,2016-02-18,2016-02-27,2016-02-28,9,2,0,1,Resort Hotel,BB,Online TA,TA/TO,E,Transient,0
21463,2016-02-18,2016-02-27,2016-02-29,9,2,1,1,Resort Hotel,HB,Offline TA/TO,TA/TO,A,Transient,0
21468,2016-02-18,2016-02-27,2016-02-29,9,2,1,1,Resort Hotel,BB,Online TA,TA/TO,E,Transient,0
21705,2016-02-18,2016-03-04,2016-03-08,15,3,2,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21717,2016-02-18,2016-03-06,2016-03-09,17,3,2,1,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
21900,2016-02-18,2016-03-12,2016-03-13,23,3,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21901,2016-02-18,2016-03-09,2016-03-13,20,3,0,4,Resort Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
21902,2016-02-18,2016-03-12,2016-03-13,23,3,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21922,2016-02-18,2016-03-12,2016-03-13,23,3,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21958,2016-02-18,2016-03-09,2016-03-14,20,3,1,4,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
22220,2016-02-18,2016-03-17,2016-03-21,28,3,1,3,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
22263,2016-02-18,2016-03-09,2016-03-22,20,3,4,9,Resort Hotel,BB,Online TA,TA/TO,E,Transient,0
22457,2016-02-18,2016-03-23,2016-03-26,34,3,0,3,Resort Hotel,HB,Direct,Direct,F,Transient,0
22512,2016-02-18,2016-03-25,2016-03-27,36,3,0,2,Resort Hotel,HB,Online TA,TA/TO,D,Transient,0
22710,2016-02-18,2016-03-29,2016-04-03,40,3,0,5,Resort Hotel,BB,Direct,Direct,D,Transient,0
23159,2016-02-18,2016-04-10,2016-04-17,52,4,2,5,Resort Hotel,HB,Offline TA/TO,TA/TO,A,Transient,0
47372,2016-02-18,2016-02-18,2016-02-18,0,2,0,1,City Hotel,BB,Direct,Direct,A,Transient,1
47431,2016-02-18,2016-02-21,2016-02-23,3,2,2,0,City Hotel,BB,Online TA,Direct,D,Transient,0
47474,2016-02-18,2016-02-23,2016-02-23,5,2,2,9,City Hotel,HB,Online TA,TA/TO,D,Transient,1
47562,2016-02-18,2016-02-27,2016-02-24,9,2,1,1,City Hotel,BB,Online TA,TA/TO,D,Transient,1
47733,2016-02-18,2016-03-01,2016-02-21,12,3,0,5,City Hotel,HB,Online TA,TA/TO,A,Transient,1
47794,2016-02-18,2016-03-04,2016-02-28,15,3,0,2,City Hotel,BB,Online TA,TA/TO,D,Transient,1
47803,2016-02-18,2016-03-04,2016-02-18,15,3,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,1
47829,2016-02-18,2016-03-05,2016-03-01,16,3,1,1,City Hotel,SC,Online TA,TA/TO,A,Transient,1
48013,2016-02-18,2016-03-12,2016-03-12,23,3,2,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
48423,2016-02-18,2016-03-23,2016-02-24,34,3,0,1,City Hotel,BB,Online TA,TA/TO,D,Transient,1
48475,2016-02-18,2016-03-24,2016-02-24,35,3,0,3,City Hotel,SC,Online TA,TA/TO,A,Transient,1
48608,2016-02-18,2016-03-25,2016-03-19,36,3,1,2,City Hotel,BB,Online TA,TA/TO,D,Transient,1
48858,2016-02-18,2016-03-31,2016-03-29,42,3,1,3,City Hotel,BB,Online TA,TA/TO,A,Transient,1
48919,2016-02-18,2016-04-02,2016-04-02,44,4,1,1,City Hotel,SC,Online TA,TA/TO,A,Transient,1
48980,2016-02-18,2016-04-04,2016-02-18,46,4,1,1,City Hotel,SC,Online TA,TA/TO,A,Transient,1
49242,2016-02-18,2016-04-08,2016-03-25,50,4,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,1
83976,2016-02-18,2016-03-02,2016-03-05,13,3,0,3,City Hotel,BB,Corporate,Corporate,A,Transient,0
84065,2016-02-18,2016-02-18,2016-02-19,0,2,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient-Party,0
84066,2016-02-18,2016-02-18,2016-02-19,0,2,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient-Party,0
84072,2016-02-18,2016-02-18,2016-02-19,0,2,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient-Party,0
84073,2016-02-18,2016-02-18,2016-02-19,0,2,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient-Party,0
84075,2016-02-18,2016-02-18,2016-02-19,0,2,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
84076,2016-02-18,2016-02-18,2016-02-19,0,2,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
84163,2016-02-18,2016-02-19,2016-02-20,1,2,0,1,City Hotel,BB,Corporate,TA/TO,A,Transient-Party,0
84164,2016-02-18,2016-02-19,2016-02-20,1,2,0,1,City Hotel,BB,Corporate,TA/TO,A,Transient-Party,0
84174,2016-02-18,2016-02-19,2016-02-20,1,2,0,1,City Hotel,BB,Corporate,TA/TO,A,Transient-Party,0
84181,2016-02-18,2016-02-19,2016-02-20,1,2,0,1,City Hotel,BB,Online TA,TA/TO,F,Transient,0
84327,2016-02-18,2016-02-22,2016-02-24,4,2,1,1,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
84399,2016-02-18,2016-02-23,2016-02-25,5,2,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
84440,2016-02-18,2016-02-24,2016-02-26,6,2,0,2,City Hotel,BB,Online TA,TA/TO,F,Transient,0
84524,2016-02-18,2016-02-27,2016-02-28,9,2,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
84565,2016-02-18,2016-02-26,2016-02-28,8,2,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient,0
84568,2016-02-18,2016-02-18,2016-02-28,0,2,2,8,City Hotel,BB,Direct,Direct,A,Transient,0
84569,2016-02-18,2016-02-24,2016-02-28,6,2,0,4,City Hotel,BB,Online TA,TA/TO,D,Transient,0
84601,2016-02-18,2016-02-26,2016-02-29,8,2,1,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
84877,2016-02-18,2016-03-02,2016-03-05,13,3,0,3,City Hotel,BB,Online TA,TA/TO,D,Transient,0
84914,2016-02-18,2016-03-04,2016-03-06,15,3,0,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
85018,2016-02-18,2016-03-03,2016-03-08,14,3,2,3,City Hotel,SC,Online TA,TA/TO,A,Transient,0
85285,2016-02-18,2016-03-09,2016-03-12,20,3,0,3,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
85286,2016-02-18,2016-03-10,2016-03-12,21,3,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
85300,2016-02-18,2016-03-09,2016-03-13,20,3,0,4,City Hotel,BB,Online TA,TA/TO,D,Transient,0
85617,2016-02-18,2016-03-18,2016-03-19,29,3,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
85976,2016-02-18,2016-03-22,2016-03-25,33,3,0,3,City Hotel,BB,Online TA,TA/TO,G,Transient,0
86064,2016-02-18,2016-03-22,2016-03-27,33,3,0,5,City Hotel,BB,Online TA,TA/TO,D,Transient,0
86178,2016-02-18,2016-03-28,2016-03-29,39,3,1,0,City Hotel,BB,Online TA,TA/TO,A,Transient,0
87123,2016-02-18,2016-04-11,2016-04-15,53,4,1,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
87566,2016-02-18,2016-04-18,2016-04-22,60,4,1,3,City Hotel,BB,Direct,Direct,D,Transient,0
87642,2016-02-18,2016-04-18,2016-04-23,60,4,1,4,City Hotel,BB,Online TA,TA/TO,D,Transient,0
4156,2016-02-19,2016-02-20,2016-02-20,1,2,0,1,Resort Hotel,BB,Online TA,TA/TO,E,Transient,1
4168,2016-02-19,2016-02-22,2016-02-22,3,2,1,0,Resort Hotel,BB,Corporate,Corporate,E,Transient,1
4689,2016-02-19,2016-03-28,2016-03-14,38,3,1,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
4968,2016-02-19,2016-04-11,2016-03-15,52,4,1,0,Resort Hotel,HB,Online TA,TA/TO,A,Transient,1
4988,2016-02-19,2016-04-11,2016-02-22,52,4,1,3,Resort Hotel,HB,Online TA,TA/TO,E,Transient,1
14143,2016-02-19,2016-02-24,2016-02-25,5,2,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
20828,2016-02-19,2016-02-26,2016-02-28,7,2,0,2,Resort Hotel,BB,Direct,Direct,D,Transient,0
21159,2016-02-19,2016-02-19,2016-02-20,0,2,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
21172,2016-02-19,2016-02-19,2016-02-20,0,2,0,1,Resort Hotel,BB,Direct,Direct,F,Transient,0
21177,2016-02-19,2016-02-19,2016-02-20,0,2,0,1,Resort Hotel,BB,Direct,Direct,D,Transient,0
21184,2016-02-19,2016-02-20,2016-02-21,1,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21186,2016-02-19,2016-02-20,2016-02-21,1,2,0,1,Resort Hotel,BB,Complementary,Direct,H,Transient,0
21203,2016-02-19,2016-02-20,2016-02-21,1,2,0,1,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
21204,2016-02-19,2016-02-20,2016-02-21,1,2,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21207,2016-02-19,2016-02-20,2016-02-21,1,2,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
21224,2016-02-19,2016-02-21,2016-02-22,2,2,1,0,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
21238,2016-02-19,2016-02-22,2016-02-23,3,2,1,0,Resort Hotel,BB,Corporate,Corporate,E,Transient,0
21387,2016-02-19,2016-02-26,2016-02-28,7,2,0,2,Resort Hotel,BB,Online TA,TA/TO,G,Transient,0
21472,2016-02-19,2016-02-26,2016-02-29,7,2,1,2,Resort Hotel,BB,Online TA,TA/TO,E,Transient,0
21474,2016-02-19,2016-02-27,2016-02-29,8,2,1,1,Resort Hotel,HB,Online TA,TA/TO,D,Transient,0
21494,2016-02-19,2016-02-28,2016-03-02,9,2,2,1,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
21545,2016-02-19,2016-02-29,2016-03-03,10,2,1,2,Resort Hotel,HB,Online TA,TA/TO,E,Transient,0
21576,2016-02-19,2016-02-29,2016-03-04,10,2,1,3,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
21584,2016-02-19,2016-03-03,2016-03-04,13,3,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
21586,2016-02-19,2016-02-27,2016-03-05,8,2,2,5,Resort Hotel,BB,Direct,Direct,E,Transient,0
21691,2016-02-19,2016-03-01,2016-03-08,11,3,2,5,Resort Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
22025,2016-02-19,2016-03-10,2016-03-16,20,3,2,4,Resort Hotel,HB,Online TA,TA/TO,E,Transient,0
22033,2016-02-19,2016-03-13,2016-03-17,23,3,2,2,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
22234,2016-02-19,2016-03-17,2016-03-21,27,3,1,3,Resort Hotel,BB,Online TA,TA/TO,F,Transient,0
22371,2016-02-19,2016-03-20,2016-03-24,30,3,2,2,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
22372,2016-02-19,2016-03-24,2016-03-27,34,3,0,3,Resort Hotel,BB,Online TA,TA/TO,E,Transient,0
22566,2016-02-19,2016-03-24,2016-03-29,34,3,2,3,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
22763,2016-02-19,2016-03-29,2016-04-05,39,3,2,5,Resort Hotel,BB,Online TA,TA/TO,D,Transient,0
22949,2016-02-19,2016-04-08,2016-04-11,49,4,1,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
23274,2016-02-19,2016-04-14,2016-04-20,55,4,2,4,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
23322,2016-02-19,2016-04-15,2016-04-22,56,4,2,5,Resort Hotel,HB,Offline TA/TO,TA/TO,E,Contract,0
47467,2016-02-19,2016-02-23,2016-02-23,4,2,0,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,1
